Grapheme	IPA	Frequence	Codepoints
b	ɓ		
d	ɗ		
B	b		
D	d		
y	ɨ		
ỹ	ɨ̃		
o	ɔ		
õ	ɔ̃		
?	ʔ		
x	s̺		
c	t̺		
tx	tʃ		
ã	ã		
a	a		
e	e		
ẽ	ẽ		
ɛ	ɛ		
ɛ̃	ɛ̃		
p	p		
t	t		
h	h		
i	i		
ĩ	ĩ		
ts	ts		
s	s		
m	m		
n	n		
ñ	ɲ		
r	ɾ		
l	l		
w	w		
j	j		
'	NULL		
u	u		
ũ	ũ		
k	k		
ng	ŋ		
ü	ü		
f	f		
