Grapheme	IPA	Frequence	Codepoints
i	i		
ɨ	y		
u	u		
e	e		
ɔ	o		
a	a		
ĩ	ĩ		
ɨ̃	ỹ		
ũ	ũ		
ẽ	ẽ		
ɔ̃	õ		
ã	ã		
j	j		
w	w		
p	p		
t	t		
k	k		
ʔ	'		
m	m		
n	n		
ŋ	ng		
ts	ts		
ʐ	z		
ɣ	g		
h	h		
ɾ	r		
l	l		
