Grapheme	IPA	Frequence	Codepoints
a	a		
a̠	ã		
c	k		
ch	tʃ		
d	d		
e	e		
e̠	ẽ		
i	i		
i̠	ĩ		
j	h		
k	k		
l	l		
m	m		
n	n		
o	o		
o̠	õ		
p	p		
qu	k		
r	ɾ		
s	s		
t	t		
u	u		
u̠	ũ		
v	w		
y	j		
b	b		
