Grapheme	IPA	Frequence	Codepoints
a	a		
ch	tʃ		
e	ɯ		
f	ɸ		
i	ɪ		
j	h		
k	k		
m	m		
n	n		
u	u
o	o	
á	á
ɨ	ɨ
ʂ	ʂ
ʃ	ʃ
β	β
p	p		
ɾ	ɾ		
s	s		
sh	ʃ		
t	t		
ts	ts		
y	j		
ã	ã		
ẽ	ɯ̃		
ĩ	ɪ̃		
õ	õ		
