Grapheme	IPA	Frequence	Codepoints
a	a		
ch	tʃ		
e	ɯ		
f	ɸ		
i	ɪ		
k	k		
m	m		
n	n		
o	o		
p	p		
r	ʐ		
s	s		
sh	ʃ		
t	t		
ts	ts		
x	ʂ		
ã	ã		
ẽ	ɯ̃		
ĩ	ɪ̃		
õ	õ		
ɨ	ɨ
u	u
ʂ	ʂ
tʃ	tʃ
ʔ	ʔ
ʃ	ʃ
β	β
w	w
ɾ	ɾ
h	h
j	j
c	k
