Grapheme	IPA	Frequence	Codepoints
a	a		
ch	tʃ		
f	ɸ		
i	ɪ		
k	k		
m	m		
n	n		
o	o		
p	p		
r	ʐ		
s	s		
sh	ʃ		
t	t		
ts	ts		
x	ʂ		
ã	ã		
ẽ	ɯ̃		
ĩ	ɪ̃		
õ	õ		
tʃ	tʃ
ʔ	ʔ
ʃ	ʃ
ʂ	ʂ
β	β
ɨ	ɨ
u	u
w	w
ɾ	ɾ
í	í
j	j
e	i
h	h
c	k
