Grapheme	IPA	Frequence	Codepoints
i	i		
e	e		
ɨ	ɨ		
ë	ə		
a	a		
u	u		
o	o		
p	p		
t	t		
tʰ	tʰ		
k	k		
f	f		
s	s		
sh	ʃ		
h	h		
m	m		
n	n		
r	ɾ		
w	w		
y	j		
ĩ	ĩ		
ẽ	ẽ		
ɨ̃	ɨ̃		
ë̃	ə̃		
ã	ã		
ũ	ũ		
õ	õ		
ãã	ãː		
