Grapheme	IPA	Frequence	Codepoints
j	x		
ch	tʃ		
y	j		
w	w		
p	p		
t	t		
k	k		
ts	ts		
m	m		
n	n		
r	ɾ		
i	i		
e	e		
ɨ	ɨ		
u	u		
a	a		
iii	i		
ɨɨ	ɨ		
sss	s		
ii	i		
aa	a		
uu	u		
b	b		
l	l		
o	o		
s	s		
sh	ʃ		
