Grapheme	IPA	Frequence	Codepoints
p	p		
t	t		
k	k		
th	tʰ		
ts	ts		
s	s		
h	h		
m	m		
n	n		
l	l		
w	w		
i	i		
e	e		
a	a		
o	o		
u	u		
ö	ɨ		
ä	ə		
ĩ	ĩ		
ẽ	ẽ		
ã	ã		
õ	õ		
ũ	ũ		
ö̃	ɨ̃		
ph	pʰ		
