Grapheme	IPA	Frequence	Codepoints
au	a w		
h	h		
a	a		
aa	aː		
aaa	aː		
i	i		
ii	iː		
ʉ	ɨ		
j	j		
w	w		
ɲ	ɲ		
e	e		
ee	eː		
k	k		
r	ɽ		
ʔ	ʔ		
-	+		
s	s		
t	t		
o	o		
tɕ	tɕ		
m	m		
n	n		
u	u		
ĩ	ĩ		
õ	õ		
