Grapheme	IPA	Frequence	Codepoints
p	p		
t	t		
k	k		
m	m		
n	n		
s	s		
r	ɾ		
j	j		
h	h		
tʃ	tʃ		
a	a		
i	i		
ɨ	ɨ		
u	u		
á	á		
ɨ́	ɨ́		
í	í		
ú	ú		
