Grapheme	IPA	Frequence	Codepoints
p	p		
t	t		
ch	tʃ		
k	k		
b	b		
d	d		
dy	dʲ		
s	s		
sh	ʃ		
j	h		
m	m		
n	n		
ñ	ɲ		
l	l		
r	ʒ		
w	w		
y	j		
i	i		
ü	ɨ		
u	u		
e	e		
o	o		
ë	æ		
a	a		
