Grapheme	IPA	Frequence	Codepoints
ɨ	ï		
ə	ë		
l	ɽ		
i	i		
e	e		
u	ɯ		
o	ɤ		
a	a		
t	t		
p	p		
k	k		
h	h		
m	m		
n	n		
s	s		
