Grapheme	IPA	Frequence	Codepoints
a	a		
ch	tʃ		
d	ɾ̠		
e	e		
i	i		
j	h		
k	k		
m	m		
n	n		
ñ	ɲ		
o	o		
ö	ə		
s	s		
sh	ʃ		
t	t		
u	u		
ü	ɨ		
w	w		
y	j		
'	ʔ		
