Grapheme	IPA	Frequence	Codepoints
p	p		
t	t		
tx	tʃ		
k	k		
b	b		
d	d		
dy	dʲ		
f	ɸ		
s	s		
x	ʃ		
h	h		
m	m		
n	n		
ny	ɲ		
r	ɾ		
ry	ɺʲ		
w	w		
y	j		
e	e		
a	æ		
ɨ	ɯ		
u	u		
o	ɔ		
