Grapheme	IPA	Frequence	Codepoints
'kw	kʷ	1	U+0027 U+006b U+0077
β	β	1	U+03b2
kʲ	kʲ	1	U+006b U+02b2
kʷ	kʷ	1	U+006b U+02b7
hs	hs	1	U+0068 U+0073
ɓ	ɓ	1	U+0253
æ	æ	1	U+00e6
yyy	yyy	1	U+0079 U+0079 U+0079
ūūū	ūūū	1	U+016b U+016b U+016b
ff	ff	1	U+0066 U+0066
pp	pp	1	U+0070 U+0070
bb	bb	1	U+0062 U+0062
ʉ	ʉ	1	U+0289
ò	ò	1	U+00f2
éh	éh	1	U+00e9 U+0068
ɨɨɨɨɨɨɨɨɨ	ɨɨɨɨɨɨɨɨɨ	1	U+0268 U+0268 U+0268 U+0268 U+0268 U+0268 U+0268 U+0268 U+0268
u:	uː	1	U+0075 U+003a
á:	áː	1	U+00e1 U+003a
d:	dː	1	U+0064 U+003a
ɨɨ	ɨɨ	1	U+0268 U+0268
sss	sss	1	U+0073 U+0073 U+0073
ŋ̃	ŋ̃	1	U+014b U+0303
â	â	1	U+00e2
ʊ́	ʊ́	1	U+028a U+0301
ʊ	ʊ	1	U+028a
h̃	h̃	1	U+0068 U+0303
mmmmm	mmmmm	1	U+006d U+006d U+006d U+006d U+006d
əəəə	əəəə	1	U+0259 U+0259 U+0259 U+0259
ɨ̃	ɨ̃	1	U+0268 U+0303
ɨ̃́	ɨ̃́	1	U+0268 U+0303 U+0301
ǽw	<?>	1	U+01fd U+0077
æ̌	æ̌	1	U+00e6 U+030c
jw	jw	1	U+006a U+0077
shsh	shsh	1	U+0073 U+0068 U+0073 U+0068
ṍ	ṍ	1	U+1e4d
t͜p̃	tp̃	1	U+0074 U+035c U+0070 U+0303
jh	jh	1	U+006a U+0068
kh	kʰ	1	U+006b U+0068
ɛ	ɛ	1	U+025b
úúú	úúú	1	U+00fa U+00fa U+00fa
ééé	ééé	1	U+00e9 U+00e9 U+00e9
ë́ë́	ë́ë́	1	U+00eb U+0301 U+00eb U+0301
ös	ös	1	U+00f6 U+0073
²	²	1	U+00b2
i:	iː	1	U+0069 U+003a
e:	eː	1	U+0065 U+003a
UUU	<?>	1	U+0055 U+0055 U+0055
ws	ws	1	U+0077 U+0073
kᵘ	kᵘ	1	U+006b U+1d58
eeee	eeee	1	U+0065 U+0065 U+0065 U+0065
á̠	á̠	1	U+00e1 U+0320
ps	ps	1	U+0070 U+0073
sᵘ	sᵘ	1	U+0073 U+1d58
kᵉ	kᵉ	1	U+006b U+1d49
rrr	rrr	1	U+0072 U+0072 U+0072
chch	chch	1	U+0063 U+0068 U+0063 U+0068
eeeeeeee	eeeeeeee	1	U+0065 U+0065 U+0065 U+0065 U+0065 U+0065 U+0065 U+0065
iiiii	iiiii	1	U+0069 U+0069 U+0069 U+0069 U+0069
mmmmmmmm	mmmmmmmm	1	U+006d U+006d U+006d U+006d U+006d U+006d U+006d U+006d
ooooooooo	ooooooooo	1	U+006f U+006f U+006f U+006f U+006f U+006f U+006f U+006f U+006f
iiiiiii	iiiiiii	1	U+0069 U+0069 U+0069 U+0069 U+0069 U+0069 U+0069
iiii	iiii	1	U+0069 U+0069 U+0069 U+0069
oooo	oooo	1	U+006f U+006f U+006f U+006f
ks	ks	1	U+006b U+0073
tsh	tsh	1	U+0074 U+0073 U+0068
wʰ	wʰ	1	U+0077 U+02b0
K	<?>	1	U+004b
I	<?>	1	U+0049
ëw	ëw	1	U+00eb U+0077
'e'e	'e'e	1	U+0027 U+0065 U+0027 U+0065
'i'i	'i'i	1	U+0027 U+0069 U+0027 U+0069
'öh	'öh	1	U+0027 U+00f6 U+0068
'u	u	1	U+0027 U+0075
tʰ	tʰ	1	U+0074 U+02b0
ãã	ãã	1	U+00e3 U+00e3
üss	üss	1	U+00fc U+0073 U+0073
jjj	jjj	1	U+006a U+006a U+006a
üsh	üsh	1	U+00fc U+0073 U+0068
üü	üü	1	U+00fc U+00fc
