Grapheme	IPA	Frequence	Codepoints
p	p		
t	t		
k	k		
kw	kʷ		
s	s		
x	ʂ		
sh	ʃ		
ch	tʃ		
ts	ts		
r	ɾ		
m	m		
n	n		
ñ	ɲ		
b	β̞		
a	a		
e	e		
ë	ɨ		
i	i		
o	o		
u	u		
y	j		
'	ʔ		
d	ɹ		
á	á		
ëëë	ɨː	
tʃ	tʃ
ʔ	ʔ
ʃ	ʃ
ʂ	ʂ
β	β
ɨ	ɨ
w	w
ɾ	ɾ
