Grapheme	IPA	Frequence	Codepoints
i	i		
a	a		
p	p		
t	t		
k	k		
m	m		
n	n		
ts	ts		
tʃ	tʃ		
b	β		
s	s		
sh	ʃ		
h	h		
r	ɾ		
ó	o		
y	j		
w	w		
β	β
u	u
ɨ	ɨ
ɾ	ɾ
ʔ	ʔ
ʃ	ʃ
ʂ	ʂ
o	o
c	k
j	j
