Grapheme	IPA	Frequence	Codepoints
p	p		
t	t		
c	k		
qu	k		
cw	kʷ		
'	ʔ		
x	tʃ		
h	h		
hw	hʷ		
m	m		
n	n		
r	ɾ		
m'	mˀ		
n'	nˀ		
w	w		
y	j		
i	i		
e	e		
a	a		
o	o		
u	y		
ö	ø		
