Grapheme	IPA	Frequence	Codepoints
p	p		
t	t		
k	k		
b	b		
d	d		
g	g		
f	f		
s	s		
h	h		
v	v		
z	z		
m	m		
n	n		
l	l		
w	w		
y	j		
e	e		
i	i		
a	a		
u	u		
o	o		
é	é		
í	í		
á	á		
ú	ú		
ó	ó		
gb	gb		
kp	kp		
à	à		
pp	pː		
r	ɾ		
