ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	GLOTTOCODE	PAGE	REDUPLICATION	REDUPLICATIONNOTES	SPANISH	PORTUGUESE	SIMPLIFIED	SEMANTICFIELD	SENSORYCATEGORY	CONCEPTICON_GLOSS	CONCEPTICON_ID	SOURCE
1139	Kwaza	the sound of rippling water	tsuru	tsuru	ts u ɾ u		kwaz1243	737	y		sonido del agua con ondas/olas		rippling water	The physical world	AUDITORY			vanderVoort2004
458	BanivaDeMaroa	the sound of something falling	tʃu	tʃu	tʃ u		guar1293	420			sonido de algo cayendo		falling	Motion	VISUAL, AUDITORY			Aikhenvald1998
1	Shiwiar	the sound of taking manioc out of the ground	púr	púr	p ú ɾ		achu1248	161			sonido de sacar yuca de la tierra		to harvest manioc	Agriculture and vegetation	AUDITORY, VISUAL			Kohlberger2020
2205	PastazaQuechua	the sparkling qualities of sunshine	chispaslla	chispaslla	tɕ i s p a s ʎ a		nort2973	LINK					sunshine	The physical world	VISUAL			Nuckolls2025
1138	Kwaza	the whining sound of a wild piglet	tsyu	tsyu	ts ɨ u		kwaz1243	737	y		el lloriqueo de una cría de cerdo salvaje		piglet whining	Animals	AUDITORY			vanderVoort2004
274	Aukan	thin	bengee	bengee	b e n g e e		ndyu1242	694			delgado		thin	The body	VISUAL			Huttar1994
2955	Wayana	think	tëk	tëk	t ə k	Non-auditory events	waya1269	189					think	Cognition	INTERNAL STATE			Tavares2005
1518	Urarina	threatening cry	hii	hii	h iː		urar1246	283	y		grito amenazante		threatening cry	Speech and language	AUDITORY			Olawsky2006
1407	Tsafiki	three dimensional objects lined up	pa	pa	p a	configurations in space	colo1256	179	y		objetos tridimensionales en fila		objects lined up	Spatial relations	VISUAL			Dickinson2002
935	Karo	thresh	mari	mari	m a ɾ i		karo1305	260			trillar (¿desgranar?)		thresh	OTHER	VISUAL, AUDITORY			Gabas1999
3390	Kapanawa	throat moving	tɨɾa	tɨɾa	t ɨ ɾ a		capa1241				mover_garganta		throat moving	The body	VISUAL, AUDITORY			
925	Karo	throw (stone at house)	kaʔtan	kaʔtan	k a ʔ t a n		karo1305	260			lanzar (piedra a una casa)		throw stone	Motion	VISUAL, AUDITORY			Gabas1999
1386	Trio	throw onto surface	tsuhko	tsuhko	ts u h k ɔ		trio1238	412			lanzar a una superficie		throw onto surface	Motion	VISUAL			Carlin2004
923	Karo	throw sand	kaʔpew	kaʔpew	k a ʔ p e w		karo1305	260			lanzar arena		throw sand	Basic actions and technology	VISUAL, AUDITORY			Gabas1999
1372	Trio	throw with force	tah	tah	t a h		trio1238	412			lanzar con fuerza		throw with force	Motion	VISUAL			Carlin2004
656	Huambisa	throwing a stone or a small projectile quickly, jump	pɨ́h	pɨ́h	p ɨ́ h	Semantic field: Actions/Movements	huam1247	418			lanzar una piedra o algo pequeño rápidamente, saltar		throw small object, jump	Motion	VISUAL			Peña2015
1160	Parecis	throwing down	tũh	tũh	t ũ h	Marcado como non-conventionalized.	pare1272	148			botar, lanzar hacia abajo		throwing	Motion	VISUAL			Brandão2014
310	Aukan	thud	gwullu	gwullu	g w u l l u		ndyu1242	695			golpe sordo		thud	Basic actions and technology	AUDITORY			Huttar1994
1534	UrubuKaapor	thumping	tũ	tũ	t ũ		urub1250	402	y		golpear		thumping	Basic actions and technology	AUDITORY			Kakumasu1986
114	AsheninkaPerene	thunder	teri	teri	t e ɾ i	Nature sounds	ashe1272	663	y		trueno		thunder	The physical world	AUDITORY			Mihas2015
1179	Sanuma	thunder	klau	klau	k l a u		sanu1240	228	y		trueno		thunder	The physical world	AUDITORY			Borgman1990
1346	SouthernNambikuara	thunder	wa³txu³ka³txu³ki³su²	wa³txu³ka³txu³ki³su²	w a ³ tˀ u ³ k a ³ tˀ u ³ k i ³ s u ²	Nombres de animales u objetos basados en el sonido que hacen.	sout2994	77			trueno		thunder	The physical world	AUDITORY			Kroeker2001
1556	Waiwai	thunder	knerere	knerere	k n e ɺ e ɺ e		waiw1244	216			trueno		thunder	The physical world	AUDITORY			Hawkins1998
3070	Kashinawa	thunder	ɾɨn	ɾɨn	ɾ ɨ n		cash1254				trueno		thunder	The physical world	AUDITORY			
947	Karo	thunder noise	nuw	nuw	n u w		karo1305	261			sonido del trueno		thunder	The physical world	AUDITORY			Gabas1999
710	Hup	thunder rumbling	túdú	túdú	t ú d ú		hupd1244	723	y		retumbar del trueno		thunder	The physical world	AUDITORY			Epps2008
1164	Parecis	thunder rumbling	wididi	wididi	w i d i d i		pare1272	148	y		retumbar del trueno		thunder	The physical world	AUDITORY			Brandão2014
2620	Wari	tick (clock)	tataca	tataca	t a t a k a	Sound of action	wari1268	418					clock ticking	Basic actions and technology	AUDITORY			Everett1997
2905	Yuracare	ticking	tij	tij	t i h		yura1255	86					ticking	Basic actions and technology	AUDITORY			vanGijn2006
934	Karo	tie up	mãn	mãn	m ã n		karo1305	260			amarrar		tie up	Basic actions and technology	VISUAL			Gabas1999
2889	Yuracare	tied	shübük	shübük	ʃ ɨ b ɨ k	Physical characteristics	yura1255	226					tied	Basic actions and technology	VISUAL			vanGijn2006
1542	Waiwai	tight	cîk	cîk	tʃ ɨ k		waiw1244	215			apretado		tight	Sense perception	TACTILE			Hawkins1998
488	Bororo	tightly	tɨkɨ	tɨkɨ	t ɯ k ɯ		boro1282	132			apretado		tightly	Basic actions and technology	TACTILE, VISUAL			Crowell1979
1340	SouthernNambikuara	tinamou (pheasant)	ha²lu¹jen¹ki³su²	ha²lu¹jen¹ki³su²	h a ² l u ¹ tʃ e n ¹ k i ³ s u ²	Nombres de animales u objetos basados en el sonido que hacen.	sout2994	77			tinamú (especie de ave)		tinamou	Animals	AUDITORY			Kroeker2001
48	Akuntsu	tired; blowing	uf	uf	u f		akun1241	263			cansado; soplar		blowing	The body	INTERNAL STATE, AUDITORY			Aragon2014
3535	ShipiboKonibo	to arch	uja	uja	u j a		ship1254				arquearse		to arch	The body	VISUAL			
3027	Kashinawa	to babble	haja	haja	h a h a		cash1254				balbucear		to babble	Speech and language	AUDITORY			
3267	Kapanawa	to bark	huʔ	huʔ	h u ʔ		capa1241				ladrar		to bark	Animals	AUDITORY			
3546	Yaminawa	to bark	kɨnɨ	kɨnɨ	k ɨ n ɨ		yami1256				ladrar		to bark	Animals	AUDITORY			
3096	Kashinawa	to be dying	taɾi	taɾi	t a ɾ ɪ		cash1254				agonizar		to be dying	The body	INTERNAL STATE			
3117	Kashinawa	to be dying	tʃaɾiʂ	tʃaɾiʂ	tʃ a ɾ ɪ ʂ		cash1254				agonizar		to be dying	The body	INTERNAL STATE			
3358	Kapanawa	to be hoarse	ʂuʔkun	ʂuʔkun	ʂ u ʔ k u n		capa1241				ronco_estar		to be hoarse	The body	AUDITORY			
3229	Iskonawa	to be hot (weather)	βuni	βuni	β u n i		isco1239				hacer_calor		to be hot (weather)	The physical world	INTERNAL STATE			
3137	Kashinawa	to be hungry	βuni	βuni	β u n ɪ		cash1254				tener_hambre		to be hungry	The body, Food and drink	INTERNAL STATE			
3230	Iskonawa	to be hungry	βunin	βunin	β u n i n		isco1239				tener_hambre		to be hungry	The body, Food and drink	INTERNAL STATE			
3203	Iskonawa	to be thirsty	tɨβi	tɨβi	t ɨ β i		isco1239				tener_sed		to be thirsty	The body, Food and drink	INTERNAL STATE			
3462	Sharanawa	to be thirsty	numan	numan	n u m a n		shar1245				tener_sed		to be thirsty	The body, Food and drink	INTERNAL STATE			
1402	Tsafiki	to be wrinkled as with old skin	piro	piro	p i ɾ o	tactile sensations or adjectival notions	colo1256	179			estar arrugado, como la piel vieja		wrinkled	Sense perception	VISUAL			Dickinson2002
431	Aweti	to beat someone/something with a club/the hand	tok	tok	t ɔ k		awet1244	596	y		golpear a alguien o algo con un palo/la mano		to beat	Basic actions and technology	AUDITORY			Reiter2011
3617	Yaminawa	to become thin	βɨnʂta	βɨnʂta	β ɨ n ʂ t a		yami1256				adelgazar		to become thin	The body	VISUAL			
3152	Iskonawa	to blow on an object	hun	hun	h u n		isco1239				soplar_objeto		to blow on an object	Basic actions and technology	AUDITORY			
3292	Kapanawa	to blow on an object	naʂun	naʂun	n a ʂ u n		capa1241				soplar_objeto		to blow on an object	Basic actions and technology	AUDITORY			
3359	Kapanawa	to blow on an object	ʂun	ʂun	ʂ u n		capa1241				soplar_objeto		to blow on an object	Basic actions and technology	AUDITORY			
3344	Kapanawa	to blow through the nose	ɾɨsin	ɾɨsin	ɾ ɨ s ɪ n		capa1241				soplar_por_nariz		to blow through the nose	The body	AUDITORY			
3160	Iskonawa	to boil	kuβi	kuβi	k u β i		isco1239				hervir		to boil	Food and drink	AUDITORY, VISUAL			
3244	CashiboCacataibo	to boil	pɨ	pɨ	p ɨ		cash1251				hervir		to boil	Food and drink	AUDITORY, VISUAL			
3547	Yaminawa	to boil	kupɨ	kupɨ	k u p ɨ		yami1256				hervir		to boil	Food and drink	AUDITORY, VISUAL			
3309	Kapanawa	to boil vigorously	paʂpa	paʂpa	p a ʂ p a		capa1241				hervir a borbollones		to boil vigorously	The physical world	VISUAL, AUDITORY			
3423	Kapanawa	to break (generic)	waɾas	waɾas	w a ɾ a s		capa1241				romper_genérico		to break (generic)	Basic actions and technology	AUDITORY			
3064	Kashinawa	to break by pulling	ɾas	ɾas	ɾ a s		cash1254				romper_tirando		to break by pulling	Basic actions and technology	VISUAL, AUDITORY			
3333	Kapanawa	to break by pulling	ɾas	ɾas	ɾ a s		capa1241				romper_tirando		to break by pulling	Basic actions and technology	VISUAL, AUDITORY			
3392	Kapanawa	to break by pulling	tɨs	tɨs	t ɨ s		capa1241				romper_tirando		to break by pulling	Basic actions and technology	VISUAL, AUDITORY			
3258	CashiboCacataibo	to break by snapping	βaʂ	βaʂ	β a ʂ		cash1251				romper_quebrando		to break by snapping	Basic actions and technology	AUDITORY, VISUAL			
3425	Kapanawa	to break by snapping	waʂ	waʂ	w a ʂ		capa1241				romper_quebrando		to break by snapping	Basic actions and technology	AUDITORY, VISUAL			
421	Aweti	to break something	taky	taky	t a k ɨ		awet1244	596			romper algo		break	Basic actions and technology	AUDITORY			Reiter2011
3124	Kashinawa	to break tree roots	tutuʂu	tutuʂu	t u t u ʂ u		cash1254				romper_raíces_arbol		to break tree roots	Agriculture and vegetation, Basic actions and technology	AUDITORY, VISUAL			
3113	Kashinawa	to breathe with difficulty	tsɨn	tsɨn	ts ɨ n		cash1254				respirar_con_dificultad		to breathe with difficulty	The body	AUDITORY			
2993	Amawaka	to bubble	puβɨ	puβɨ	p u β ɨ		amah1246				burbujear		to bubble	The physical world	AUDITORY, VISUAL			
3138	Kashinawa	to bubble	βuβui	βuβui	β u β u ɪ		cash1254				burbujear		to bubble	The physical world	AUDITORY, VISUAL			
3277	Kapanawa	to bubble	kuʔβu	kuʔβu	k u ʔ β u		capa1241				burbujear		to bubble	The physical world	AUDITORY, VISUAL			
3287	Kapanawa	to bubble	muʃmu	muʃmu	m u ʃ m u		capa1241				burbujear		to bubble	The physical world	AUDITORY, VISUAL			
3299	Kapanawa	to bubble	nɨʔsɨ	nɨʔsɨ	n ɨ ʔ s ɨ		capa1241				burbujear		to bubble	The physical world	AUDITORY, VISUAL			
3485	ShipiboKonibo	to burn	mɨ	mɨ	m ɨ		ship1254				quemar		to burn	The physical world, Basic actions and technology	VISUAL			
3490	ShipiboKonibo	to burn	nɨnɨ	nɨnɨ	n ɨ n ɨ		ship1254				quemar		to burn	The physical world, Basic actions and technology	VISUAL			
3025	Kashinawa	to burp	aɨ	aɨ	a ɨ		cash1254				eructar		to burp	The body	AUDITORY			
3139	Iskonawa	to burp	aɨ	aɨ	a ɨ		isco1239				eructar		to burp	The body	AUDITORY			
3397	Kapanawa	to burp	tsɨʔku	tsɨʔku	ts ɨ ʔ k u		capa1241				eructar		to burp	The body	AUDITORY			
3476	ShipiboKonibo	to burp	aɨ	aɨ	a ɨ		ship1254				eructar		to burp	The body	AUDITORY			
2986	Amawaka	to burst	pápaʃi	pápaʃi	p á p a ʃ ɪ		amah1246				reventar		to burst	Basic actions and technology	AUDITORY			
3419	Kapanawa	to burst	tuʃ	tuʃ	t u ʃ		capa1241				reventar		to burst	Basic actions and technology	AUDITORY			
3083	Kashinawa	to butcher an animal	siku	siku	s ɪ k u		cash1254				cortar_animal		to butcher an animal	Basic actions and technology, Animals	VISUAL, AUDITORY			
3087	Kashinawa	to buzz	ʂa	ʂa	ʂ a		cash1254				zumbar		to buzz	Sense perception	AUDITORY			
3191	Iskonawa	to buzz	sun	sun	s u n		isco1239				zumbar		to buzz	Sense perception	AUDITORY			
3534	ShipiboKonibo	to buzz	tuɾututuiti	tuɾututuiti	t u ɾ u t u t u ɪ t ɪ		ship1254				zumbar		to buzz	Sense perception	AUDITORY			
3312	Kapanawa	to buzz in the ear	patsɨn	patsɨn	p a ts ɨ n		capa1241				zumbar al oido		to buzz in the ear	Sense perception	AUDITORY			
3362	Kapanawa	to buzz or whiz	ʃaʔka	ʃaʔka	ʃ a ʔ k a		capa1241				zurrir		to buzz or whiz	Sense perception	AUDITORY			
3471	Sharanawa	to call someone	βɨa	βɨa	β ɨ a		shar1245				llamar_alguien		to call someone	Speech and language	AUDITORY			
390	Aweti	to call, exclamation "I don't know"	ko	ko	k ɔ	Marcado como interjección. Transcripción: [kɔ:].	awet1244	595			llamar, exclamación "no sé"		to call	Speech and language	?			Reiter2011
3540	Yaminawa	to caress	ima	ima	ɪ m a		yami1256				cariñar		to caress	Basic actions and technology	VISUAL, TACTILE			
3115	Kashinawa	to chew	tʃaku	tʃaku	tʃ a k u		cash1254				masticar		to chew	Food and drink, The body	AUDITORY, VISUAL			
3228	Iskonawa	to chew	βuna	βuna	β u n a		isco1239				masticar		to chew	Food and drink, The body	AUDITORY, VISUAL			
3285	Kapanawa	to chew	mun	mun	m u n		capa1241				masticar		to chew	Food and drink, The body	AUDITORY, VISUAL			
3288	Kapanawa	to chew	naka	naka	n a k a		capa1241				masticar		to chew	Food and drink, The body	AUDITORY, VISUAL			
3386	Kapanawa	to chew	tɨʔ	tɨʔ	t ɨ ʔ		capa1241				masticar		to chew	Food and drink, The body	AUDITORY, VISUAL			
3449	Matses	to chew	soske	soske	s o s k ɯ		mats1244				masticar		to chew	Food and drink, The body	AUDITORY, VISUAL			
3487	ShipiboKonibo	to chew	muʃa	muʃa	m u ʃ a		ship1254				masticar		to chew	Food and drink, The body	AUDITORY, VISUAL			
3552	Yaminawa	to chew	naka	naka	n a k a		yami1256				masticar		to chew	Food and drink, The body	AUDITORY, VISUAL			
3602	Yaminawa	to chew	tʃaʔku	tʃaʔku	tʃ a ʔ k u		yami1256				masticar		to chew	Food and drink, The body	AUDITORY, VISUAL			
3140	Iskonawa	to choke	amu	amu	a m u		isco1239				atragantarse		to choke	The body, Food and drink	INTERNAL STATE			
3158	Iskonawa	to choke	kuɾi	kuɾi	k u ɾ i		isco1239				atragantarse		to choke	The body, Food and drink	INTERNAL STATE			
3157	Iskonawa	to choke on liquid	kuɨh	kuɨh	k u ɨ h		isco1239				atorarse_líquido		to choke on liquid	Food and drink, The body	INTERNAL STATE, AUDITORY			
3121	Kashinawa	to chop firewood into small pieces	tuɾe	tuɾe	t u ɾ ɯ		cash1254				partir_leña_menuda		to chop firewood into small pieces	Basic actions and technology	VISUAL, AUDITORY			
3447	Matses	to chop firewood into small pieces	kuɨʃ	kuɨʃ	k u ɨ ʃ		mats1244				partir_leña_menuda		to chop firewood into small pieces	Basic actions and technology	VISUAL, AUDITORY			
1148	Palikur	to chop with a machete	tatayh	tatayh	t a t ã j		pali1279	106			cortar con machete		to chop with a machete	Basic actions and technology	AUDITORY			Green1972
323	Aukan	to chop wood	kpoo	kpoo	kp o o		ndyu1242	695			cortar madera		to chop wood	Basic actions and technology	AUDITORY			Huttar1994
353	Aukan	to chop, cut	ttyabb	ttyabb	t t j a b b		ndyu1242	696			cortar		to chop	Basic actions and technology	AUDITORY			Huttar1994
2989	Amawaka	to clap	pauʂ	pauʂ	p a u ʂ		amah1246				palmear		to clap	Basic actions and technology	VISUAL, AUDITORY			
3055	Kashinawa	to clap	pais	pais	p a ɪ s		cash1254				palmear		to clap	Basic actions and technology	VISUAL, AUDITORY			
3165	Iskonawa	to clap	pa	pa	p a		isco1239				palmear		to clap	Basic actions and technology	VISUAL, AUDITORY			
3170	Iskonawa	to clap	patsa	patsa	p a ts a		isco1239				palmear		to clap	Basic actions and technology	VISUAL, AUDITORY			
3498	ShipiboKonibo	to clap	patsa	patsa	p a ts a		ship1254				palmear		to clap	Basic actions and technology	VISUAL, AUDITORY			
3558	Yaminawa	to clap	pa	pa	p a		yami1256				palmear		to clap	Basic actions and technology	VISUAL, AUDITORY			
3561	Yaminawa	to clap	pas	pas	p a s		yami1256				palmear		to clap	Basic actions and technology	VISUAL, AUDITORY			
3562	Yaminawa	to clap	patsa	patsa	p a ts a		yami1256				palmear		to clap	Basic actions and technology	VISUAL, AUDITORY			
3563	Yaminawa	to clap	pau	pau	p a u		yami1256				palmear		to clap	Basic actions and technology	VISUAL, AUDITORY			
3204	Iskonawa	to clear one's throat	tɨβis	tɨβis	t ɨ β i s		isco1239				carraspear		to clear one's throat	The body	AUDITORY			
3262	Kapanawa	to clear one's throat	ʔiʔta	ʔiʔta	ʔ ɪ ʔ t a		capa1241				carraspear		to clear one's throat	The body	AUDITORY			
3528	ShipiboKonibo	to click	tsaís	tsaís	ts a í s		ship1254				chasquear		to click	Basic actions and technology	AUDITORY			
1147	Palikur	to climb	hayh	hayh	h ã j		pali1279	106			trepar		to climb	Motion	VISUAL			Green1972
396	Aweti	to climb a tree	kyryk	kyryk	k ɨ ɾ ɨ k		awet1244	595	y		trepar un árbol		to climb tree	Basic actions and technology	VISUAL			Reiter2011
402	Aweti	to climb up a tree	kytyk	kytyk	k ɨ t ɨ k		awet1244	595	y		subirse a un árbol		to climb up a tree	Basic actions and technology	VISUAL			Reiter2011
454	Aweti	to climb up, to limp	tyryk	tyryk	t ɨ ɾ ɨ k		awet1244	597	y		trepar, cojear		to climb up, to limp	Motion	VISUAL			Reiter2011
452	Aweti	to close around something, to encounter	tyky	tyky	t ɨ k ɨ		awet1244	597			cerrarse alrededor de algo, encontrar		to encounter	Motion	VISUAL			Reiter2011
1548	Waiwai	to come out into clearing	sara	sara	s a ɺ a		waiw1244	215			salir a un lugar despejado		to come out into clearing	Motion	VISUAL			Hawkins1998
3435	Kapanawa	to come out of the water	wɨunʂ	wɨunʂ	w ɨ u n ʂ		capa1241				salir_del_agua		to come out of the water	Motion, The physical world	VISUAL, AUDITORY			
3346	Kapanawa	to come untied	ɾɨʂ	ɾɨʂ	ɾ ɨ ʂ		capa1241				desatarse		to come untied	Motion	VISUAL			
3153	Iskonawa	to complain of pain	ɨn	ɨn	ɨ n		isco1239				quejarse_de_dolor		to complain of pain	The body, Emotion and values	INTERNAL STATE, AUDITORY			
378	Aweti	to conjure, to exhale smoke / to fly, to smoke	fu	fu	f u	Significado en narrativas / significado elicitado. Transcripción: [f:u].	awet1244	595			conjurar, exhalar humo / volar, fumar		smoke	Basic actions and technology	VISUAL			Reiter2011
3077	Kashinawa	to convulse	ɾunʂku	ɾunʂku	ɾ u n ʂ k u		cash1254				convulsionar		to convulse	The body	VISUAL			
3555	Yaminawa	to convulse	ninu	ninu	n ɪ n u		yami1256				convulsionar		to convulse	The body	VISUAL			
443	Aweti	to cool down hot liquid	tsururum	tsururum	ts u ɾ u ɾ u m		awet1244	596	y		enfríar líquido caliente		cool down liquid	The physical world	TACTILE			Reiter2011
429	Aweti	to cough	toho	toho	t ɔ h ɔ		awet1244	596	y		toser		to cough	The body	AUDITORY			Reiter2011
3076	Kashinawa	to cough	ɾun uku	ɾun uku	ɾ u n + u k u		cash1254				toser		to cough	The body	AUDITORY			
3095	Kashinawa	to cough	taɾas	taɾas	t a ɾ a s		cash1254				toser		to cough	The body	AUDITORY			
3217	Iskonawa	to cough	uhku	uhku	u h k u		isco1239				toser		to cough	The body	AUDITORY			
3263	Kapanawa	to cough	ʔiʔta	ʔiʔta	ʔ ɪ ʔ t a		capa1241				toser		to cough	The body	AUDITORY			
3468	Sharanawa	to cough	uku	uku	u k u		shar1245				toser		to cough	The body	AUDITORY			
430	Aweti	to cough (jaguar) / sound of animal	to'aw	to'aw	t ɔ ʔ a w	Significado en narrativas / significado elicitado.	awet1244	596	y		toser (jaguar) / sonido de animal		animal sound	Animals	AUDITORY			Reiter2011
3213	Iskonawa	to crack knuckles	tuh	tuh	t u h		isco1239				crujir_dedos		to crack knuckles	Basic actions and technology, The body	AUDITORY			
3078	Kashinawa	to cramp	sa	sa	s a		cash1254				acalambrar		to cramp	The body	INTERNAL STATE			
3376	Kapanawa	to crash	tan	tan	t a n		capa1241				chocar		to crash	Basic actions and technology	AUDITORY, VISUAL			
3594	Yaminawa	to crash	tiis	tiis	t ɪ ɪ s		yami1256				chocar		to crash	Basic actions and technology	AUDITORY, VISUAL			
302	Aukan	to crash (heavy object)	gbógbóló	gbógbóló	gb ó gb ó l ó		ndyu1242	695			chocar		heavy object crashing	Basic actions and technology	AUDITORY			Huttar1994
3208	Iskonawa	to creak	tʃaiʃ	tʃaiʃ	tʃ a i ʃ		isco1239				rechinar		to creak	Basic actions and technology	AUDITORY			
3273	Kapanawa	to creak	kɨɾɨʂ	kɨɾɨʂ	k ɨ ɾ ɨ ʂ		capa1241				rechinar		to creak	Basic actions and technology	AUDITORY			
3280	Kapanawa	to creak	kuwɨs	kuwɨs	k u w ɨ s		capa1241				rechinar		to creak	Basic actions and technology	AUDITORY			
3395	Kapanawa	to creak	tsan	tsan	ts a n		capa1241				rechinar		to creak	Basic actions and technology	AUDITORY			
3488	ShipiboKonibo	to creak	muʃu	muʃu	m u ʃ u		ship1254				rechinar		to creak	Basic actions and technology	AUDITORY			
3541	Yaminawa	to creak	jɨs	jɨs	h ɨ s		yami1256				rechinar		to creak	Basic actions and technology	AUDITORY			
3569	Yaminawa	to creak	pɨɾɨ	pɨɾɨ	p ɨ ɾ ɨ		yami1256				rechinar		to creak	Basic actions and technology	AUDITORY			
3570	Yaminawa	to creak	pɨɾɨ	pɨɾɨ	p ɨ ɾ ɨ		yami1256				rechinar		to creak	Basic actions and technology	AUDITORY			
3120	Kashinawa	to crumble	tudɨ	tudɨ	t u d ɨ		cash1254				desmenuzar		to crumble	Basic actions and technology	VISUAL			
3610	Yaminawa	to crumble	tui	tui	t u ɪ		yami1256				desmenuzar		to crumble	Basic actions and technology	VISUAL			
3293	Kapanawa	to crunch	naʃki	naʃki	n a ʃ k ɪ		capa1241				crujir		to crunch	Basic actions and technology	AUDITORY			
3286	Kapanawa	to crush	muʃ	muʃ	m u ʃ		capa1241				machacar		to crush	Basic actions and technology	VISUAL, AUDITORY			
3454	Matses	to crush, to flatten	toʃ	toʃ	t o ʃ		mats1244				aplastar		to crush, to flatten	Basic actions and technology	AUDITORY, VISUAL			
374	Aweti	to cry	ãj	ãj	ã j		awet1244	595	y		llorar		to cry	Emotion and values	AUDITORY, VISUAL			Reiter2011
2979	Amawaka	to cry	hɨiʂ	hɨiʂ	h ɨ ɪ ʂ		amah1246				llorar		to cry	Emotion and values	AUDITORY, VISUAL			
3028	Kashinawa	to cry	hamɨn	hamɨn	h a m ɨ n		cash1254				llorar		to cry	Emotion and values	AUDITORY, VISUAL			
3150	Iskonawa	to cry	hu	hu	h u		isco1239				llorar		to cry	Emotion and values	AUDITORY, VISUAL			
2998	Amawaka	to cry a lot	ʃánʃánnáʔa	ʃánʃánnáʔa	ʃ á n ʃ á n n á ʔ a		amah1246				llorar_mucho		to cry a lot	Emotion and values, Quantity	AUDITORY			
3039	Kashinawa	to cry a lot	kaɾaka	kaɾaka	k a ɾ a k a		cash1254				llorar_mucho		to cry a lot	Emotion and values, Quantity	AUDITORY			
3104	Kashinawa	to cry a lot	tɨtsɨkɨ	tɨtsɨkɨ	t ɨ ts ɨ k ɨ		cash1254				llorar_mucho		to cry a lot	Emotion and values, Quantity	AUDITORY			
3132	Kashinawa	to cry a lot	βau	βau	β a u		cash1254				llorar_mucho		to cry a lot	Emotion and values, Quantity	AUDITORY			
3265	Kapanawa	to cry a lot	hiʔ	hiʔ	h ɪ ʔ		capa1241				llorar_mucho		to cry a lot	Emotion and values, Quantity	AUDITORY			
3427	Kapanawa	to cry a lot	wini	wini	w ɪ n ɪ		capa1241				llorar_mucho		to cry a lot	Emotion and values, Quantity	AUDITORY			
3445	Matses	to cry a lot	ikian	ikian	ɪ k ɪ a n		mats1244				llorar_mucho		to cry a lot	Emotion and values, Quantity	AUDITORY			
373	Aukan	to cut	zryou	zryou	z ɾ j o u		ndyu1242	697			cortar		to cut	Basic actions and technology	AUDITORY			Huttar1994
434	Aweti	to cut (e.g. the throat) / to hit with arrow, to stab with knife	tsakyhy	tsakyhy	ts a k ɨ h ɨ	Significado en narrativas / significado elicitado.	awet1244	596			cortar (p. ej., la garganta) / flechar, acuchillar		to strike with sharp weapon	Basic actions and technology	VISUAL, AUDITORY			Reiter2011
404	Aweti	to cut (e.g. with scissors)	kyw tak	kyw tak	k ɨ w + t a k		awet1244	595	y		cortar (p. ej., con tijeras)		to cut	Basic actions and technology	AUDITORY			Reiter2011
3119	Kashinawa	to cut (generic)	tuaʂ	tuaʂ	t u a ʂ		cash1254				cortar_genérico		to cut (generic)	Basic actions and technology	AUDITORY			
3456	Matses	to cut a palm tree	tsus	tsus	ts u s		mats1244				cortar_palmera		to cut a palm tree	Agriculture and vegetation, Basic actions and technology	AUDITORY, VISUAL			
3002	Amawaka	to cut into pieces	tɨsa	tɨsa	t ɨ s a		amah1246				cortar_pedazos		to cut into pieces	Basic actions and technology	AUDITORY, VISUAL			
3131	Kashinawa	to cut paper	βaʂnɨ	βaʂnɨ	β a ʂ n ɨ		cash1254				cortar_papel		to cut paper	Basic actions and technology	AUDITORY, VISUAL			
436	Aweti	to cut with a knife	tsak	tsak	ts a k		awet1244	596	y		cortar con cuchilllo		cut with knife	Basic actions and technology	AUDITORY			Reiter2011
435	Aweti	to cut with a knife / to hit with arrow	tsok	tsok	ts ɔ k	Significado en narrativas / significado elicitado.	awet1244	596	y		cortar con cuchillo / flechar		to strike with sharp weapon	Basic actions and technology	VISUAL, AUDITORY			Reiter2011
420	Aweti	to cut with an axe or a knife	tak	tak	t a k		awet1244	596	y		cortar con una hacha o un cuchillo		cut with sharp instrument	Basic actions and technology	AUDITORY			Reiter2011
3008	Amawaka	to cut with an axe/machete	tuon	tuon	t u o n		amah1246				cortar_con_hacha/machete		to cut with an axe/machete	Basic actions and technology	VISUAL, AUDITORY			
3063	Kashinawa	to cut with an axe/machete	ɾapɨʂ	ɾapɨʂ	ɾ a p ɨ ʂ		cash1254				cortar_con_hacha/machete		to cut with an axe/machete	Basic actions and technology	VISUAL, AUDITORY			
3210	Iskonawa	to cut with an axe/machete	tʃauh	tʃauh	tʃ a u h		isco1239				cortar_con_hacha/machete		to cut with an axe/machete	Basic actions and technology	VISUAL, AUDITORY			
3383	Kapanawa	to cut with an axe/machete	taʂ	taʂ	t a ʂ		capa1241				cortar_con_hacha/machete		to cut with an axe/machete	Basic actions and technology	VISUAL, AUDITORY			
3433	Kapanawa	to cut with axe/machete	wɨku	wɨku	w ɨ k u		capa1241				cortar_con_hacha/machete		to cut with axe/machete	Basic actions and technology	VISUAL, AUDITORY			
2963	Wayana	to dawn	hawele	hawele	h a w e ɽ e	Non-auditory events	waya1269	189					dawn	The physical world	VISUAL			Tavares2005
2962	Wayana	to decide	awën	awën	a w ə n	Non-auditory events	waya1269	189					to decide	Cognition	INTERNAL STATE			Tavares2005
344	Aukan	to defecate	pun	pun	p u n		ndyu1242	696			defecar		to defecate	The body	VISUAL, AUDITORY			Huttar1994
